NSITES 692
#STNID	LAT	LON	ELEV	ASP	DIST_COAST	INVERSION	TOPO_POS	STN_NAME
USC00040029,  41.19360,  -120.94470, 1278.60, 4,  266.373, 2,  477.297, USC00040029
USC00040161,  41.49000,  -120.54360, 1334.40, 4,  301.745, 1,  167.540, USC00040161
USC00040212,  38.57310,  -122.44060,  522.70, 3,   62.742, 2,  513.791, USC00040212
USC00040232,  37.98330,  -121.75250,   18.30, 1,   51.777, 1,   62.639, USC00040232
USC00040332,  35.21110,  -118.83360,  137.20, 4,  170.907, 1,   61.840, USC00040332
USC00040343,  36.49140,  -118.82530,  520.60, 4,  223.794, 2,  575.261, USC00040343
USC00040379,  37.09190,  -119.51280,  637.00, 4,  208.299, 2,  472.540, USC00040379
USC00040383,  38.90720,  -121.08390,  393.80, 4,  149.973, 2,  369.159, USC00040383
USC00040385,  38.88330,  -121.06670,  387.10, 4,  149.973, 2,  369.159, USC00040385
USC00040444,  35.41860,  -119.05080,  143.30, 4,  157.018, 1,   69.630, USC00040444
USC00040449,  36.90920,  -119.08830,  528.80, 3,  236.805, 2,  940.054, USC00040449
USC00040673,  37.08560,  -122.07970,  128.00, 3,   17.773, 2,  280.122, USC00040673
USC00040693,  37.87440,  -122.26060,   94.50, 4,   20.835, 1,   29.671, USC00040693
USC00040738,  40.74060,  -123.20780,  381.90, 3,   86.643, 2,  702.152, USC00040738
USC00040755,  37.20640,  -119.24190, 1486.80, 4,  237.964, 2, 1960.948, USC00040755
USC00040790,  36.24720,  -121.78030,   61.00, 4,    6.945, 1,  228.402, USC00040790
USC00040931,  39.38860,  -120.09360, 1699.30, 1,  252.059, 2, 1047.120, USC00040931
USC00040943,  38.21190,  -119.01420, 2551.20, 1,  286.238, 2, 1764.594, USC00040943
USC00041018,  39.45390,  -120.65560, 1641.30, 4,  220.251, 2, 1554.726, USC00041018
USC00041072,  38.25750,  -119.22860, 1972.10, 2,  271.810, 2, 1181.603, USC00041072
USC00041112,  38.76670,  -122.15000,   89.60, 2,   86.136, 1,  183.683, USC00041112
USC00041214,  40.88030,  -121.65470,  974.80, 1,  212.310, 2,  670.231, USC00041214
USC00041244,  35.40280,  -119.47000,   68.60, 1,  118.627, 1,   31.714, USC00041244
USC00041277,  38.27690,  -120.31140, 1431.00, 4,  183.381, 2, 1300.306, USC00041277
USC00041312,  38.59610,  -122.60140,  121.90, 3,   53.169, 1,  201.658, USC00041312
USC00041316,  41.31110,  -122.80450,  970.80, 1,  114.817, 2, 1212.188, USC00041316
USC00041428,  38.24860,  -120.84330,  200.60, 4,  135.747, 1,  194.943, USC00041428
USC00041476,  41.42190,  -120.90170, 1313.70, 1,  270.812, 2,  397.438, USC00041476
USC00041497,  40.17060,  -121.08860, 1389.90, 3,  240.892, 2, 1195.580, USC00041497
USC00041534,  36.48060,  -121.72440,  146.30, 1,   23.403, 2,  287.167, USC00041534
USC00041606,  41.14170,  -123.13920,  704.10, 4,   83.912, 2,  822.107, USC00041606
USC00041614,  41.53060,  -120.18030, 1428.90, 2,  332.617, 1,  166.608, USC00041614
USC00041697,  37.97470,  -119.91610, 1452.40, 3,  205.951, 2, 1296.195, USC00041697
USC00041700,  40.30330,  -121.24220, 1380.70, 3,  234.078, 2, 1083.621, USC00041700
USC00041715,  39.69110,  -121.82110,   56.40, 3,  171.160, 1,   43.181, USC00041715
USC00041806,  38.92390,  -122.56720,  411.20, 2,   73.955, 2,  443.078, USC00041806
USC00041838,  38.80000,  -123.01750,  100.60, 3,   40.394, 1,  208.488, USC00041838
USC00041864,  36.13560,  -120.36060,  204.20, 2,  100.567, 1,  176.408, USC00041864
USC00041912,  39.09110,  -120.94810,  725.40, 4,  171.866, 2,  631.488, USC00041912
USC00041948,  39.18750,  -122.02690,   15.20, 5,  128.225, 1,   10.016, USC00041948
USC00041967,  37.98330,  -122.06920,   12.20, 1,   28.231, 1,   72.988, USC00041967
USC00042012,  36.09750,  -119.58170,   61.00, 5,  144.796, 1,   11.821, USC00042012
USC00042081,  39.81580,  -123.24440,  430.70, 3,   57.317, 2,  547.312, USC00042081
USC00042147,  41.79580,  -124.21470,   13.10, 4,    8.662, 1,   11.399, USC00042147
USC00042294,  38.53500,  -121.77610,   18.30, 5,   77.839, 1,   20.150, USC00042294
USC00042331,  37.37390,  -117.98030, 1592.60, 2,  344.049, 2, 1207.254, USC00042331
USC00042338,  39.30000,  -120.83330, 1357.90, 4,  194.098, 2, 1120.279, USC00042338
USC00042402,  39.87170,  -121.61080,  826.00, 3,  193.346, 2,  733.710, USC00042402
USC00042456,  39.35750,  -121.20110,  499.90, 4,  178.545, 2,  476.474, USC00042456
USC00042467,  39.32390,  -120.23310, 1809.60, 2,  239.300, 2, 1334.297, USC00042467
USC00042500,  39.56330,  -120.82390,  888.50, 3,  220.102, 2, 1168.472, USC00042500
USC00042506,  39.97170,  -120.08280, 1338.10, 1,  293.630, 2,  583.510, USC00042506
USC00042574,  41.18330,  -122.27360,  661.40, 3,  156.946, 2,  653.755, USC00042574
USC00042640,  39.35920,  -122.51780,  367.30, 2,  111.138, 2,  388.327, USC00042640
USC00042671,  38.78330,  -120.03330, 2240.30, 1,  222.958, 2, 1913.615, USC00042671
USC00042728,  38.33060,  -120.67060,  217.90, 4,  156.698, 2,  502.057, USC00042728
USC00042934,  38.27360,  -122.06780,   12.20, 3,   38.953, 1,   56.439, USC00042934
USC00043004,  37.05060,  -122.07500,  121.90, 3,   13.088, 2,  306.107, USC00043004
USC00043083,  36.36420,  -120.15610,   86.90, 2,  126.790, 1,   49.070, USC00043083
USC00043113,  38.70000,  -121.16670,  106.70, 4,  133.016, 1,  122.365, USC00043113
USC00043157,  41.87140,  -120.15750, 1444.40, 2,  332.899, 1,  175.317, USC00043157
USC00043161,  39.50920,  -123.75670,   37.50, 4,    5.357, 1,   28.965, USC00043161
USC00043182,  41.60000,  -122.84780,  830.60, 2,  109.072, 2,  593.510, USC00043182
USC00043191,  38.51500,  -123.24470,   34.10, 3,    8.819, 2,  314.147, USC00043191
USC00043244,  37.54220,  -122.01580,   11.60, 4,   21.575, 1,    9.166, USC00043244
USC00043256,  36.76720,  -119.70920,  103.00, 5,  187.603, 1,   57.401, USC00043256
USC00043261,  36.99690,  -119.70720,  125.00, 3,  190.033, 1,   82.129, USC00043261
USC00043384,  38.93310,  -120.80080,  914.70, 4,  171.579, 2,  835.721, USC00043384
USC00043417,  37.00310,  -121.56080,   59.10, 3,   36.074, 1,   96.479, USC00043417
USC00043463,  35.72690,  -118.70060,  957.10, 4,  193.992, 2,  887.265, USC00043463
USC00043551,  36.73940,  -118.96310, 2011.70, 4,  231.390, 2, 1681.159, USC00043551
USC00043573,  39.20420,  -121.06810,  731.50, 4,  174.336, 2,  686.939, USC00043573
USC00043578,  38.43060,  -122.86470,   61.00, 5,   26.483, 1,   52.319, USC00043578
USC00043647,  40.48640,  -123.90890,  125.90, 4,   44.454, 2,  307.950, USC00043647
USC00043669,  37.84440,  -120.22580,  853.40, 4,  176.950, 2,  826.544, USC00043669
USC00043710,  36.13890,  -117.95280, 1165.90, 2,  275.006, 2, 1043.138, USC00043710
USC00043714,  37.47250,  -122.44330,    8.20, 4,    8.868, 1,   31.657, USC00043714
USC00043747,  36.31580,  -119.63690,   72.20, 5,  157.535, 1,   27.540, USC00043747
USC00043761,  41.80420,  -123.37580,  341.40, 3,   65.632, 2,  440.200, USC00043761
USC00043791,  40.36360,  -122.96500,  838.20, 2,  101.309, 2,  868.107, USC00043791
USC00043824,  40.93170,  -121.54330,  919.00, 1,  222.648, 2,  625.066, USC00043824
USC00043859,  40.55250,  -123.21220,  701.00, 1,   93.776, 2,  743.896, USC00043859
USC00043875,  38.61750,  -122.87310,   32.90, 3,   34.244, 1,   60.349, USC00043875
