NSITES 736
#STNID	LAT	LON	ELEV	ASP	DIST_COAST	INVERSION	TOPO_POS	STN_NAME
US1CAAL0001,  37.81230,  -122.21600,   90.54, 4,   13.890, 1,   41.834, US1CAAL0001
US1CAAL0003,  37.71690,  -122.05850,  173.77, 4,   17.891, 1,  210.145, US1CAAL0003
US1CAAL0004,  37.64830,  -121.87450,  238.29, 4,   32.990, 1,  161.298, US1CAAL0004
US1CAAL0007,  37.51500,  -121.95230,  118.50, 4,   26.028, 1,   21.221, US1CAAL0007
US1CAAL0011,  37.68210,  -122.13320,   53.16, 4,    5.498, 1,    5.997, US1CAAL0011
US1CAAL0012,  37.67020,  -121.88140,  209.50, 4,   27.491, 1,  208.249, US1CAAL0012
US1CAAM0003,  38.49860,  -120.53640, 1000.97, 4,  170.687, 2,  972.776, US1CAAM0003
US1CABT0002,  39.51400,  -121.51800,  222.66, 4,  183.101, 1,  130.438, US1CABT0002
US1CABT0007,  39.76970,  -121.81380,  156.57, 4,  171.505, 1,   53.093, US1CABT0007
US1CACC0001,  37.98980,  -122.10850,  117.19, 1,   28.231, 1,   72.988, US1CACC0001
US1CACC0004,  37.87830,  -122.03380,  169.40, 1,   32.294, 1,   77.119, US1CACC0004
US1CACC0010,  37.88830,  -122.15260,  151.47, 1,   25.934, 1,  236.885, US1CACC0010
US1CACC0011,  37.97440,  -122.13840,  124.26, 1,   22.966, 1,  219.860, US1CACC0011
US1CACC0016,  37.97830,  -122.01340,  118.27, 1,   33.563, 1,   30.110, US1CACC0016
US1CACC0018,  37.88460,  -122.02850,  169.40, 1,   32.294, 1,   77.119, US1CACC0018
US1CACV0002,  38.19670,  -120.97280,  104.59, 4,  126.124, 1,   76.637, US1CACV0002
US1CADN0001,  41.82400,  -124.14820,  149.13, 4,   10.348, 1,   30.899, US1CADN0001
US1CAED0010,  38.73870,  -120.78460,  632.75, 4,  160.855, 2,  589.154, US1CAED0010
US1CAFR0002,  36.86110,  -119.69310,  125.85, 3,  189.169, 1,   66.152, US1CAFR0002
US1CAFR0003,  36.98970,  -119.39710,  646.59, 3,  217.663, 2,  542.120, US1CAFR0003
US1CAFR0005,  36.93420,  -119.35860,  593.08, 3,  221.437, 2,  481.358, US1CAFR0005
US1CAFR0007,  36.83620,  -119.82930,  102.23, 5,  178.058, 1,   56.791, US1CAFR0007
US1CAFR0008,  36.57020,  -120.08920,   61.06, 5,  148.345, 1,   19.603, US1CAFR0008
US1CAHM0001,  40.88090,  -124.06920,  116.73, 4,   10.498, 1,   25.547, US1CAHM0001
US1CAHM0002,  40.82480,  -124.03820,  223.34, 4,   17.217, 1,  206.799, US1CAHM0002
US1CAHM0003,  41.20840,  -124.10270,  186.64, 4,    5.224, 1,  180.039, US1CAHM0003
US1CAHM0004,  40.92310,  -124.08400,  116.73, 4,   10.498, 1,   25.547, US1CAHM0004
US1CAHM0005,  40.89620,  -123.99840,  343.28, 4,   20.996, 2,  318.911, US1CAHM0005
US1CAHM0009,  40.97780,  -124.08600,  136.20, 4,   10.488, 1,   74.341, US1CAHM0009
US1CAHM0014,  40.20930,  -123.89410,  389.96, 3,   29.754, 2,  376.744, US1CAHM0014
US1CAHM0016,  40.75630,  -124.16610,   81.35, 4,   10.518, 1,   29.296, US1CAHM0016
US1CAHM0021,  40.88730,  -124.07240,  116.73, 4,   10.498, 1,   25.547, US1CAHM0021
US1CAHM0022,  40.93920,  -123.62360,  758.40, 4,   52.439, 2,  497.126, US1CAHM0022
US1CAHM0026,  40.47340,  -123.70130,  758.00, 4,   58.791, 2,  726.193, US1CAHM0026
US1CAHM0029,  40.58670,  -124.14090,  181.97, 4,   21.042, 1,   54.023, US1CAHM0029
US1CAHM0030,  40.07750,  -123.82390,  375.97, 3,   25.404, 2,  268.494, US1CAHM0030
US1CAHM0035,  40.76420,  -124.14760,   81.35, 4,   10.518, 1,   29.296, US1CAHM0035
US1CAHM0038,  40.76590,  -123.99850,  380.39, 4,   25.191, 2,  470.105, US1CAHM0038
US1CAIN0001,  37.36260,  -118.38830, 1668.34, 1,  311.131, 2,  812.508, US1CAIN0001
US1CAIN0002,  37.32270,  -118.54040, 2071.02, 1,  300.283, 2, 1240.329, US1CAIN0002
US1CAKG0001,  36.29320,  -119.77180,   66.91, 5,  144.549, 1,   20.449, US1CAKG0001
US1CAKG0003,  36.29500,  -119.79140,   66.91, 5,  144.549, 1,   20.449, US1CAKG0003
US1CAKG0004,  36.37690,  -119.65270,   78.98, 5,  162.177, 1,   32.299, US1CAKG0004
US1CAKG0005,  36.33490,  -119.67430,   74.93, 5,  157.535, 1,   27.540, US1CAKG0005
US1CAKN0001,  35.63450,  -117.97820, 1321.96, 2,  256.874, 2, 1303.220, US1CAKN0001
US1CAKN0013,  35.70220,  -118.17390, 1524.45, 3,  242.245, 2,  848.796, US1CAKN0013
US1CALK0008,  38.86520,  -122.56360,  532.56, 2,   68.905, 2,  494.218, US1CALK0008
US1CALS0001,  40.36760,  -120.67390, 1623.17, 2,  281.860, 2,  783.946, US1CALS0001
US1CAMA0001,  37.44150,  -119.63160, 1480.75, 4,  208.315, 2, 1497.907, US1CAMA0001
US1CAMD0001,  39.22060,  -123.33120,  457.98, 4,   40.175, 2,  543.219, US1CAMD0001
US1CAMD0003,  39.00620,  -123.40840,  388.16, 4,   32.369, 1,  220.588, US1CAMD0003
US1CAMD0007,  39.15830,  -123.22480,  451.11, 3,   48.984, 2,  271.473, US1CAMD0007
US1CAMD0009,  39.14130,  -123.19940,  451.11, 3,   48.984, 2,  271.473, US1CAMD0009
US1CAMD0014,  39.27230,  -123.17850,  506.81, 4,   57.721, 2,  426.528, US1CAMD0014
US1CAMD0016,  39.08330,  -123.21910,  459.36, 3,   48.511, 2,  352.708, US1CAMD0016
US1CAMD0017,  39.67240,  -123.48980,  645.58, 4,   32.081, 2,  576.845, US1CAMD0017
US1CAMN0001,  38.03370,  -119.16970, 2468.42, 2,  271.933, 2, 1452.317, US1CAMN0001
US1CAMP0001,  37.53960,  -119.98760,  779.16, 4,  184.974, 2,  842.460, US1CAMP0001
US1CAMP0002,  37.46130,  -119.74170, 1246.86, 4,  203.174, 2, 1169.506, US1CAMP0002
US1CAMP0003,  37.63540,  -120.32730,  310.91, 4,  161.336, 2,  279.274, US1CAMP0003
US1CAMR0002,  38.00500,  -122.63540,  159.66, 5,   20.835, 1,  217.047, US1CAMR0002
US1CAMR0003,  37.99710,  -122.58050,  140.07, 2,   14.932, 1,  180.546, US1CAMR0003
US1CAMR0005,  37.98720,  -122.56430,  140.07, 2,   14.932, 1,  180.546, US1CAMR0005
US1CAMR0009,  38.24750,  -122.81190,  104.05, 5,   21.825, 1,  116.114, US1CAMR0009
US1CAMR0012,  38.02680,  -122.54730,   87.61, 2,   10.941, 1,   45.792, US1CAMR0012
US1CAMT0002,  36.47570,  -121.72850,  441.41, 1,   23.403, 2,  287.167, US1CAMT0002
US1CAMT0003,  35.98080,  -121.11740,  374.00, 2,   35.012, 2,  344.382, US1CAMT0003
US1CAMT0005,  36.02490,  -121.17450,  390.66, 2,   35.750, 2,  417.736, US1CAMT0005
US1CAMT0006,  36.77640,  -121.72840,   60.61, 4,   11.125, 1,   26.618, US1CAMT0006
US1CAMT0007,  36.59370,  -121.85570,  131.36, 1,   13.890, 1,   77.545, US1CAMT0007
US1CAMT0008,  36.18720,  -121.14610,  313.91, 2,   43.673, 1,  216.124, US1CAMT0008
US1CAMT0020,  36.77700,  -121.72690,   60.61, 4,   11.125, 1,   26.618, US1CAMT0020
